共同動作,対象,関係
nan,対象
進行状況の変化,対象,着点
状態維持,対象
遂行,対象
動作の様態・程度,対象,関係
対象の変化,対象,着点
主体の性質,対象
非意志的な運動・反応,対象
その他の変化,対象
対象の変化（主体の判断に伴う変化）,対象
対象の性質,対象
位置変化,対象,着点
関係,対象,関係
他者に動作を促す動作,状況,着点
変更,状況
移動動作,対象,手段
交換,状況
その他の動作,状況,着点
主体の状態変化のための動作,対象,手段
位置,対象,状況
状態変化,対象,手段
使役,対象
非遂行,主体
所有,対象,状況
身体的動作,状況
実行,状況
生成・消滅,着点
自然現象,状況
主体の変化,対象,着点
反復・継続,対象
情報・解決策を得るための動作,関係
開始・終了,対象
相手との関係の変化のための動作,対象,着点
状態,対象
結果,対象
対人・対物的動作,対象
主体の変化（判断・認識の変化）,対象
動作の様態の変化,対象
（人との関わりに基づく）対象の性質,対象
関係の変化,関係
